customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add_ons_purchased,add_on_total,year,month,month_name,yearmonth,is_completed,order_revenue,items_per_order
3433,72,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-01-23,Overnight,"Accessory,Extended Warranty",80.78,2024,1,January,2024-01,1,1729.21,7
3433,72,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-03-13,Overnight,None,0.0,2024,3,March,2024-03,1,166.0,8
3434,39,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,2023-10-18,Standard,None,0.0,2023,10,October,2023-10,0,186.75,9
3435,34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2023-12-07,Overnight,Impulse Item,18.81,2023,12,December,2023-12,1,124.5,6
3440,38,Male,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-01-09,Express,Impulse Item,19.63,2024,1,January,2024-01,1,186.75,9
3440,38,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-02-01,Overnight,"Accessory,Extended Warranty,Accessory",87.32,2024,2,February,2024-02,1,1689.66,2
3440,38,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-08-27,Express,None,0.0,2024,8,August,2024-08,1,83.0,4
3442,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-02-09,Standard,"Impulse Item,Extended Warranty,Accessory",74.64,2024,2,February,2024-02,1,3379.32,4
3442,80,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-07-11,Express,"Accessory,Accessory,Extended Warranty",83.51,2024,7,July,2024-07,1,3711.68,8
3442,80,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,2024-09-16,Standard,"Impulse Item,Extended Warranty",55.26,2024,9,September,2024-09,0,2223.27,9
3443,50,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2023-10-03,Overnight,Impulse Item,20.01,2023,10,October,2023-10,1,7120.71,9
3444,43,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-01-23,Overnight,Impulse Item,41.31,2024,1,January,2024-01,1,3379.32,4
3444,43,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-08-27,Overnight,"Accessory,Accessory",27.29,2024,8,August,2024-08,0,20.75,1
3445,18,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2023-12-31,Express,None,0.0,2023,12,December,2023-12,0,1976.24,8
3445,18,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2783.76,463.96,6,2024-09-05,Express,None,0.0,2024,9,September,2024-09,0,2783.76,6
3446,64,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-06-22,Express,"Accessory,Extended Warranty",55.27,2024,6,June,2024-06,1,6758.64,8
3447,19,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-05-03,Overnight,"Extended Warranty,Extended Warranty",51.93,2024,5,May,2024-05,1,2783.76,6
3448,30,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-02-18,Express,"Impulse Item,Impulse Item",41.08,2024,2,February,2024-02,0,6329.52,8
3449,67,Female,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,2023-11-26,Standard,"Extended Warranty,Accessory",47.24,2023,11,November,2023-11,1,1729.21,7
3449,67,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-04-22,Standard,None,0.0,2024,4,April,2024-04,1,2470.3,10
3449,67,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-08-17,Standard,"Accessory,Accessory,Accessory",53.33,2024,8,August,2024-08,1,62.25,3
3453,29,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2023-12-29,Standard,Accessory,35.43,2023,12,December,2023-12,0,6329.52,8
3453,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-01-02,Overnight,None,0.0,2024,1,January,2024-01,1,844.83,1
3453,29,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-05-30,Standard,"Extended Warranty,Accessory,Accessory",63.7,2024,5,May,2024-05,0,247.03,1
3453,29,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-06-17,Express,"Impulse Item,Accessory",66.61,2024,6,June,2024-06,1,6329.52,8
3454,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2023-10-09,Standard,None,0.0,2023,10,October,2023-10,1,166.0,8
3454,37,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-08-08,Express,"Impulse Item,Impulse Item",24.86,2024,8,August,2024-08,0,4175.64,9
3455,53,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2023-10-18,Overnight,"Accessory,Accessory,Accessory",83.63,2023,10,October,2023-10,0,7120.71,9
3458,22,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2023-10-12,Express,"Extended Warranty,Extended Warranty,Extended Warranty",96.74,2023,10,October,2023-10,1,20.75,1
3458,22,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-06-07,Standard,"Impulse Item,Accessory,Extended Warranty",93.82,2024,6,June,2024-06,1,741.09,3
3459,75,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-01-18,Overnight,Extended Warranty,45.76,2024,1,January,2024-01,1,1391.88,3
3460,48,Female,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,2024-01-31,Overnight,Accessory,49.61,2024,1,January,2024-01,1,1582.38,2
3460,48,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-05-20,Express,None,0.0,2024,5,May,2024-05,1,5538.33,7
3462,70,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-04-20,Standard,Extended Warranty,15.35,2024,4,April,2024-04,1,166.0,8
3464,32,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2024-09-19,Express,"Accessory,Accessory",33.67,2024,9,September,2024-09,1,1235.15,5
3466,51,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-03-31,Express,None,0.0,2024,3,March,2024-03,0,2373.57,3
3467,46,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2023-10-30,Standard,"Accessory,Impulse Item,Accessory",57.62,2023,10,October,2023-10,1,2223.27,9
3469,68,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2023-10-12,Overnight,"Accessory,Accessory",73.8,2023,10,October,2023-10,1,1235.15,5
3469,68,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-03-09,Overnight,Extended Warranty,23.99,2024,3,March,2024-03,1,2373.57,3
3471,23,Female,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2023-12-06,Standard,Extended Warranty,17.79,2023,12,December,2023-12,1,3247.72,7
3471,23,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-01-05,Standard,Extended Warranty,23.93,2024,1,January,2024-01,1,1689.66,2
3471,23,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-08-24,Overnight,None,0.0,2024,8,August,2024-08,1,20.75,1
3472,74,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,2024-03-04,Overnight,"Extended Warranty,Accessory",48.65,2024,3,March,2024-03,0,4639.6,10
3472,74,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,1689.66,844.83,2,2024-08-16,Express,"Impulse Item,Impulse Item",33.81,2024,8,August,2024-08,0,1689.66,2
3474,31,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-06-28,Express,Accessory,13.54,2024,6,June,2024-06,1,1582.38,2
3475,62,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-03-11,Standard,None,0.0,2024,3,March,2024-03,1,4175.64,9
3476,30,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2024-01-19,Overnight,None,0.0,2024,1,January,2024-01,1,41.5,2
3476,30,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-08-23,Express,"Extended Warranty,Accessory,Extended Warranty",64.18,2024,8,August,2024-08,1,1482.18,6
3476,30,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-09-04,Overnight,Impulse Item,35.02,2024,9,September,2024-09,0,3711.68,8
3479,63,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-04-09,Express,Impulse Item,35.07,2024,4,April,2024-04,1,1689.66,2
3479,63,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-05-07,Overnight,Extended Warranty,13.15,2024,5,May,2024-05,1,8448.3,10
3479,63,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,2319.8,463.96,5,2024-07-17,Overnight,"Impulse Item,Impulse Item",38.78,2024,7,July,2024-07,0,2319.8,5
3481,20,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-02-27,Express,Extended Warranty,18.69,2024,2,February,2024-02,1,741.09,3
3481,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-04-27,Standard,None,0.0,2024,4,April,2024-04,1,5913.81,7
3484,71,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2023-12-25,Standard,"Impulse Item,Extended Warranty",25.98,2023,12,December,2023-12,0,6758.64,8
3484,71,Male,No,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2023-12-30,Overnight,"Impulse Item,Extended Warranty",33.11,2023,12,December,2023-12,1,2534.49,3
3486,64,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,2534.49,844.83,3,2024-06-05,Express,None,0.0,2024,6,June,2024-06,0,2534.49,3
3487,76,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-04-30,Overnight,"Impulse Item,Accessory",55.55,2024,4,April,2024-04,1,741.09,3
3489,31,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-11-28,Standard,"Accessory,Impulse Item",27.7,2023,11,November,2023-11,1,6329.52,8
3490,29,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-06-20,Express,"Accessory,Impulse Item",60.52,2024,6,June,2024-06,0,4175.64,9
3494,58,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-09-07,Standard,Impulse Item,42.72,2024,9,September,2024-09,0,4747.14,6
3495,67,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-05-19,Standard,"Extended Warranty,Impulse Item,Impulse Item",91.76,2024,5,May,2024-05,1,7603.47,9
3496,51,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-02-07,Standard,None,0.0,2024,2,February,2024-02,1,103.75,5
3496,51,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2024-07-10,Standard,"Impulse Item,Accessory",54.86,2024,7,July,2024-07,0,2534.49,3
3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2023-10-11,Standard,"Extended Warranty,Extended Warranty",85.24,2023,10,October,2023-10,1,247.03,1
3499,76,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-01-02,Express,"Extended Warranty,Extended Warranty,Extended Warranty",79.32,2024,1,January,2024-01,1,1482.18,6
3499,76,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-04,Express,Impulse Item,16.55,2024,3,March,2024-03,1,844.83,1
3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-08-28,Overnight,None,0.0,2024,8,August,2024-08,1,494.06,2
3501,61,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-02-07,Standard,None,0.0,2024,2,February,2024-02,1,41.5,2
3502,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-09-20,Express,"Impulse Item,Accessory,Extended Warranty",85.17,2024,9,September,2024-09,1,2470.3,10
3503,47,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83.0,20.75,4,2023-11-22,Express,"Accessory,Impulse Item",39.99,2023,11,November,2023-11,0,83.0,4
3503,47,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2023-12-03,Express,None,0.0,2023,12,December,2023-12,0,3164.76,4
3505,57,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-01-14,Overnight,"Extended Warranty,Accessory,Accessory",105.61,2024,1,January,2024-01,1,4224.15,5
3505,57,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-03-18,Overnight,"Accessory,Accessory",57.01,2024,3,March,2024-03,1,2373.57,3
3506,70,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166.0,20.75,8,2024-02-02,Express,Extended Warranty,42.27,2024,2,February,2024-02,0,166.0,8
3507,78,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,2023-12-08,Overnight,"Extended Warranty,Extended Warranty",54.85,2023,12,December,2023-12,0,1582.38,2
3509,50,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2023-12-26,Standard,Impulse Item,6.78,2023,12,December,2023-12,1,166.0,8
3509,50,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-07-05,Standard,Impulse Item,42.44,2024,7,July,2024-07,1,247.03,1
3510,46,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,2023-10-28,Overnight,None,0.0,2023,10,October,2023-10,0,62.25,3
3510,46,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2023-12-03,Express,"Extended Warranty,Impulse Item",55.01,2023,12,December,2023-12,1,791.19,1
3510,46,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2024-02-07,Express,"Extended Warranty,Impulse Item",58.93,2024,2,February,2024-02,0,3247.72,7
3510,46,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-07-26,Overnight,"Extended Warranty,Impulse Item",42.66,2024,7,July,2024-07,1,7911.9,10
3511,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,741.09,247.03,3,2023-11-24,Standard,"Extended Warranty,Impulse Item",52.07,2023,11,November,2023-11,0,741.09,3
3512,51,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-03-11,Overnight,None,0.0,2024,3,March,2024-03,1,247.03,1
3513,74,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-03-23,Standard,"Extended Warranty,Impulse Item",75.07,2024,3,March,2024-03,1,166.0,8
3515,67,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-19,Standard,"Extended Warranty,Impulse Item,Accessory",97.24,2024,9,September,2024-09,0,2534.49,3
3516,23,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-05-11,Overnight,Accessory,19.24,2024,5,May,2024-05,1,463.96,1
3517,28,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-02-01,Overnight,None,0.0,2024,2,February,2024-02,1,927.92,2
3517,28,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-05-08,Express,"Accessory,Accessory",88.52,2024,5,May,2024-05,1,1482.18,6
3517,28,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-06-28,Standard,Accessory,43.69,2024,6,June,2024-06,1,20.75,1
3517,28,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-07-14,Express,Impulse Item,17.09,2024,7,July,2024-07,1,83.0,4
3518,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-03-20,Express,Impulse Item,23.5,2024,3,March,2024-03,1,2783.76,6
3519,37,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-04-21,Express,"Extended Warranty,Extended Warranty,Impulse Item",85.51,2024,4,April,2024-04,1,5068.98,6
3519,37,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-06-18,Express,"Accessory,Impulse Item",87.33,2024,6,June,2024-06,1,7603.47,9
3520,63,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2023-10-29,Express,"Impulse Item,Impulse Item",49.19,2023,10,October,2023-10,0,927.92,2
3520,63,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,2024-01-24,Overnight,Extended Warranty,17.88,2024,1,January,2024-01,0,988.12,4
3521,66,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2023-12-14,Express,Extended Warranty,24.88,2023,12,December,2023-12,1,166.0,8
3522,21,Male,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2024-04-09,Overnight,None,0.0,2024,4,April,2024-04,0,741.09,3
3523,80,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2023-10-04,Overnight,Extended Warranty,49.53,2023,10,October,2023-10,1,3711.68,8
3524,40,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2024-03-28,Express,None,0.0,2024,3,March,2024-03,0,4747.14,6
3524,40,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,844.83,844.83,1,2024-08-02,Express,"Extended Warranty,Extended Warranty,Impulse Item",47.03,2024,8,August,2024-08,0,844.83,1
3526,59,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-04-09,Standard,Accessory,12.87,2024,4,April,2024-04,1,494.06,2
3526,59,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,2024-06-17,Overnight,"Accessory,Accessory,Extended Warranty",37.18,2024,6,June,2024-06,0,1855.84,4
3529,79,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,4639.6,463.96,10,2023-12-19,Standard,"Extended Warranty,Impulse Item",46.5,2023,12,December,2023-12,0,4639.6,10
3531,28,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-03-30,Standard,Extended Warranty,15.59,2024,3,March,2024-03,1,103.75,5
3533,58,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-12-18,Express,None,0.0,2023,12,December,2023-12,1,4747.14,6
3537,26,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-01-29,Express,"Accessory,Accessory",67.36,2024,1,January,2024-01,1,4224.15,5
3538,78,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-03-25,Express,None,0.0,2024,3,March,2024-03,1,5068.98,6
3539,72,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-02-05,Standard,None,0.0,2024,2,February,2024-02,1,1582.38,2
3540,28,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2023-12-11,Standard,Extended Warranty,42.28,2023,12,December,2023-12,1,844.83,1
3540,28,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2024-04-25,Express,None,0.0,2024,4,April,2024-04,1,4639.6,10
3540,28,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-06-11,Express,"Impulse Item,Impulse Item",64.52,2024,6,June,2024-06,1,4224.15,5
3542,62,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-08-16,Overnight,"Accessory,Accessory,Accessory",78.36,2024,8,August,2024-08,1,494.06,2
3543,71,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2024-01-13,Standard,Impulse Item,47.82,2024,1,January,2024-01,1,2470.3,10
3543,71,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-07-01,Standard,Accessory,38.94,2024,7,July,2024-07,0,4175.64,9
3544,78,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2023-10-21,Standard,"Impulse Item,Extended Warranty",76.38,2023,10,October,2023-10,0,494.06,2
3544,78,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-11-06,Standard,"Accessory,Extended Warranty",86.25,2023,11,November,2023-11,1,5538.33,7
3546,73,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1482.18,247.03,6,2023-12-02,Overnight,"Impulse Item,Extended Warranty",87.42,2023,12,December,2023-12,0,1482.18,6
3547,55,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-01-31,Overnight,Accessory,28.49,2024,1,January,2024-01,1,186.75,9
3547,55,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-03-26,Overnight,"Impulse Item,Extended Warranty",60.28,2024,3,March,2024-03,1,41.5,2
3549,80,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2023-11-07,Overnight,None,0.0,2023,11,November,2023-11,1,1482.18,6
3549,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,494.06,247.03,2,2023-12-01,Overnight,None,0.0,2023,12,December,2023-12,0,494.06,2
3551,73,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2023-11-04,Express,"Accessory,Extended Warranty",47.57,2023,11,November,2023-11,1,1976.24,8
3552,23,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2023-11-03,Overnight,"Impulse Item,Impulse Item,Extended Warranty",84.91,2023,11,November,2023-11,1,4224.15,5
3552,23,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2023-12-20,Express,"Extended Warranty,Impulse Item",66.58,2023,12,December,2023-12,1,927.92,2
3552,23,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-07-02,Standard,"Impulse Item,Impulse Item",35.53,2024,7,July,2024-07,1,5913.81,7
3553,76,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2023-10-04,Standard,Accessory,23.51,2023,10,October,2023-10,1,463.96,1
3557,28,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,145.25,20.75,7,2023-12-17,Standard,"Extended Warranty,Impulse Item,Extended Warranty",43.83,2023,12,December,2023-12,0,145.25,7
3557,28,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-02-18,Standard,Accessory,23.21,2024,2,February,2024-02,0,494.06,2
3557,28,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-04-09,Overnight,None,0.0,2024,4,April,2024-04,1,3711.68,8
3560,45,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2023-10-07,Express,"Extended Warranty,Accessory",54.73,2023,10,October,2023-10,1,1391.88,3
3560,45,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2023-10-17,Standard,Accessory,14.57,2023,10,October,2023-10,1,2373.57,3
3560,45,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2023-12-18,Overnight,"Extended Warranty,Impulse Item",69.61,2023,12,December,2023-12,1,4639.6,10
3561,43,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166.0,20.75,8,2024-03-05,Express,None,0.0,2024,3,March,2024-03,0,166.0,8
3562,63,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2023-10-05,Overnight,"Accessory,Impulse Item,Accessory",98.35,2023,10,October,2023-10,1,62.25,3
3562,63,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2023-11-28,Overnight,None,0.0,2023,11,November,2023-11,1,166.0,8
3563,50,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2023-10-17,Express,None,0.0,2023,10,October,2023-10,1,927.92,2
3564,19,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2023-12-23,Overnight,"Accessory,Accessory,Accessory",122.19,2023,12,December,2023-12,1,927.92,2
3567,63,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2023-11-30,Express,"Extended Warranty,Extended Warranty",67.59,2023,11,November,2023-11,1,494.06,2
3567,63,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-04-02,Express,None,0.0,2024,4,April,2024-04,1,2783.76,6
3568,67,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-03-26,Standard,"Accessory,Extended Warranty,Extended Warranty",76.35,2024,3,March,2024-03,1,463.96,1
3570,61,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-02-29,Standard,Accessory,41.92,2024,2,February,2024-02,1,186.75,9
3570,61,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-06-27,Overnight,Impulse Item,43.56,2024,6,June,2024-06,1,7120.71,9
3571,40,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-01-25,Standard,"Impulse Item,Impulse Item,Accessory",117.84,2024,1,January,2024-01,1,62.25,3
3572,73,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-01-26,Standard,"Accessory,Impulse Item",95.8,2024,1,January,2024-01,1,2783.76,6
3572,73,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2024-06-12,Overnight,Accessory,23.24,2024,6,June,2024-06,0,145.25,7
3574,48,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-01-02,Express,"Accessory,Impulse Item",66.2,2024,1,January,2024-01,1,3711.68,8
3575,49,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-09-20,Express,None,0.0,2024,9,September,2024-09,1,5913.81,7
3576,59,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2023-10-31,Overnight,None,0.0,2023,10,October,2023-10,1,1391.88,3
3577,47,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,2024-08-23,Express,"Extended Warranty,Accessory",75.01,2024,8,August,2024-08,0,6329.52,8
3579,21,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-08-12,Standard,"Impulse Item,Extended Warranty,Impulse Item",114.39,2024,8,August,2024-08,1,7120.71,9
3581,42,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-06-07,Express,"Extended Warranty,Accessory,Extended Warranty",82.62,2024,6,June,2024-06,0,4224.15,5
3581,42,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-06-21,Express,None,0.0,2024,6,June,2024-06,1,927.92,2
